om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
619544,2020,09,17,2020-09-17,12:45:00,3,SC,45,0,0,0,0,50000,0,34.0469,-79.9326,34.1169,-79.9108,4.9900,25,1,1,1,41,0,0,0,0
619545,2020,09,17,2020-09-17,13:21:00,3,SC,45,0,0,0,0,1000,0,34.0977,-79.6267,34.1199,-79.5982,2.2400,20,1,1,1,41,0,0,0,0
619546,2020,09,17,2020-09-17,18:17:00,3,NC,37,0,0,0,0,30000,0,34.4060,-77.6313,34.4073,-77.6312,0.0900,20,1,1,1,141,0,0,0,0
619547,2020,09,17,2020-09-17,19:16:00,3,NC,37,0,1,0,0,0,0,34.9364,-76.6291,34.9385,-76.6289,0.1500,25,1,1,1,31,0,0,0,0
619548,2020,09,17,2020-09-17,19:28:00,3,NC,37,0,0,0,0,5000,0,34.2319,-77.8722,34.2331,-77.8700,0.1500,20,1,1,1,129,0,0,0,0
619549,2020,09,17,2020-09-17,23:33:00,3,NC,37,0,0,0,0,0,0,35.2594,-76.6066,35.2602,-76.6052,0.1000,20,1,1,1,137,0,0,0,0
619550,2020,09,25,2020-09-25,13:24:00,3,SC,45,0,0,0,0,3000,0,33.7401,-78.8171,33.7423,-78.8151,0.1900,25,1,1,1,51,0,0,0,0
619551,2020,09,25,2020-09-25,18:52:00,3,WI,55,0,0,0,0,0,0,46.3400,-90.4500,46.3400,-90.4400,0.8000,50,1,1,1,51,0,0,0,0
619552,2020,09,29,2020-09-29,20:33:00,3,VA,51,0,0,0,0,50000,0,36.7681,-76.9348,36.7722,-76.9082,1.5000,50,1,1,1,175,0,0,0,0
619553,2020,09,29,2020-09-29,20:56:00,3,VA,51,0,0,0,0,20000,0,36.8315,-76.7299,36.8812,-76.6832,4.3000,75,1,1,1,93,0,0,0,0
619554,2020,10,07,2020-10-07,13:14:00,3,NY,36,0,0,0,0,15000,2000,42.9012,-74.6256,42.9005,-74.6237,0.1100,20,1,1,1,57,0,0,0,0
619555,2020,10,07,2020-10-07,15:50:00,3,MA,25,0,0,0,0,6000,0,42.1842,-71.3733,42.1815,-71.3636,0.5300,50,1,1,1,21,0,0,0,0
619556,2020,10,09,2020-10-09,15:34:00,3,MS,28,0,0,0,0,2000,0,31.4343,-90.7235,31.4383,-90.7349,0.7300,100,1,1,1,37,0,0,0,0
619557,2020,10,10,2020-10-10,04:01:00,3,AL,01,0,0,0,0,0,0,30.4803,-88.2508,30.4814,-88.2505,0.0800,25,1,1,1,97,0,0,0,0
619558,2020,10,10,2020-10-10,05:40:00,3,WA,53,0,1,0,0,0,0,47.3688,-123.9473,47.3715,-123.9383,0.5000,30,1,1,1,27,0,0,0,0
619559,2020,10,10,2020-10-10,14:34:00,3,GA,13,0,1,0,0,250000,0,33.5870,-83.8770,33.6070,-83.8840,1.4400,75,1,1,1,217,0,0,0,0
619560,2020,10,10,2020-10-10,15:14:00,3,AL,01,0,0,0,0,0,0,32.9462,-85.3531,32.9557,-85.3515,0.6700,125,1,1,1,17,0,0,0,0
619561,2020,10,10,2020-10-10,16:12:00,3,GA,13,0,0,0,0,100000,0,33.3650,-84.8110,33.3700,-84.8110,0.3500,90,1,1,1,77,0,0,0,0
619562,2020,10,10,2020-10-10,16:18:00,3,GA,13,0,0,0,0,50000,0,33.4020,-84.7930,33.4156,-84.7895,0.9600,90,1,1,1,77,0,0,0,0
619563,2020,10,10,2020-10-10,16:27:00,3,GA,13,0,0,0,0,50000,0,33.1031,-84.4262,33.1331,-84.4181,2.1300,200,1,1,1,231,0,0,0,0
619564,2020,10,10,2020-10-10,17:45:00,3,GA,13,0,0,0,0,40000,0,33.5640,-84.3056,33.5711,-84.3102,0.5600,150,1,1,1,63,0,0,0,0
619565,2020,10,10,2020-10-10,18:16:00,3,GA,13,0,0,0,0,250000,0,33.7263,-84.2122,33.7495,-84.2212,1.6800,250,1,1,1,89,0,0,0,0
619566,2020,10,10,2020-10-10,18:43:00,3,GA,13,0,0,0,0,100000,0,33.9028,-84.0983,33.9102,-84.1055,0.6600,200,1,1,1,135,0,0,0,0
619567,2020,10,11,2020-10-11,13:20:00,3,SC,45,0,1,0,0,30000,0,34.3643,-79.5002,34.3683,-79.4929,0.5000,40,1,1,1,33,0,0,0,0
619568,2020,10,11,2020-10-11,14:19:00,3,SC,45,0,1,1,0,150000,0,33.8767,-79.0725,33.8809,-79.0711,0.3000,30,1,1,1,51,0,0,0,0
619569,2020,10,11,2020-10-11,14:31:00,3,SC,45,0,0,0,0,20000,0,33.8148,-79.0196,33.8334,-78.9871,2.2700,20,1,1,1,51,0,0,0,0
619570,2020,10,11,2020-10-11,15:51:00,3,NC,37,0,1,0,0,60000,0,34.1129,-78.6586,34.1723,-78.5948,5.4900,30,1,1,1,47,0,0,0,0
619571,2020,10,23,2020-10-23,14:18:00,3,KY,21,0,-9,0,0,0,0,36.9407,-88.7891,36.9415,-88.7829,0.3500,30,1,1,1,83,0,0,0,0
619572,2020,10,28,2020-10-28,17:09:00,3,MS,28,0,1,0,0,30000,0,33.1392,-88.5032,33.2099,-88.5219,5.0000,150,1,1,1,103,0,0,0,0
619573,2020,11,10,2020-11-10,13:45:00,3,IL,17,0,1,0,0,0,0,41.1699,-90.8965,41.3974,-90.6479,20.3400,50,1,1,1,131,161,0,0,0
619574,2020,11,10,2020-11-10,14:02:00,3,IL,17,0,1,0,0,0,0,41.1233,-90.6691,41.1296,-90.6631,0.5400,30,1,1,1,131,0,0,0,0
619575,2020,11,10,2020-11-10,14:20:00,3,OR,41,0,0,0,0,40000,0,45.8600,-122.8500,45.8552,-122.8360,1.7000,200,1,1,1,9,0,0,0,0
619576,2020,11,10,2020-11-10,14:38:00,3,IL,17,0,1,0,0,0,0,41.7506,-90.2019,41.7533,-90.1984,0.2600,100,1,1,1,195,0,0,0,0
619577,2020,11,10,2020-11-10,14:42:00,3,IL,17,0,1,0,0,0,0,41.4094,-90.0609,41.4128,-90.0569,0.3200,30,1,1,1,73,0,0,0,0
619578,2020,11,10,2020-11-10,14:50:00,3,IL,17,0,1,0,0,0,0,41.7479,-89.8849,41.7801,-89.8342,3.4700,100,1,1,1,195,0,0,0,0
619579,2020,11,10,2020-11-10,15:00:00,3,IL,17,0,1,0,0,0,0,41.8512,-89.9391,41.9094,-89.9101,4.2800,100,1,1,1,195,0,0,0,0
619580,2020,11,10,2020-11-10,16:19:00,3,IL,17,0,0,0,0,0,0,41.6700,-88.7500,41.7700,-88.6100,9.9900,50,1,1,1,37,0,0,0,0
619581,2020,11,10,2020-11-10,16:39:00,3,IL,17,0,0,0,0,0,0,41.9100,-88.5300,41.9400,-88.4700,3.7200,50,1,1,1,89,0,0,0,0
619582,2020,11,11,2020-11-11,11:18:00,3,FL,12,0,0,0,0,0,0,27.4300,-82.3000,27.4300,-82.2942,0.3600,100,1,1,1,81,0,0,0,0
619583,2020,11,15,2020-11-15,01:15:00,3,AR,05,0,1,4,0,40000,0,35.2191,-92.0579,35.2175,-92.0233,2.0000,150,1,1,1,145,0,0,0,0
619584,2020,11,18,2020-11-18,15:55:00,3,CA,06,0,0,0,0,0,0,39.6500,-121.5600,39.6555,-121.5651,0.4700,3,1,1,1,7,0,0,0,0
619585,2020,11,18,2020-11-18,17:30:00,3,CA,06,0,0,0,0,0,0,38.6300,-121.0000,38.6452,-120.9210,4.3900,2,1,1,1,17,0,0,0,0
619586,2020,11,24,2020-11-24,20:51:00,3,TX,48,0,2,5,0,0,0,32.6920,-97.1472,32.7204,-97.0684,5.0500,150,1,1,1,439,0,0,0,0
619587,2020,11,24,2020-11-24,20:54:00,3,OK,40,0,1,0,0,50000,0,35.1040,-95.3160,35.1240,-95.2690,3.0000,200,1,1,1,61,0,0,0,0
619588,2020,11,24,2020-11-24,21:50:00,3,OK,40,0,1,0,0,5000,0,35.2580,-94.6090,35.2810,-94.5450,4.0000,250,1,1,1,79,0,0,0,0
619589,2020,11,25,2020-11-25,01:51:00,3,TX,48,0,1,0,0,0,0,32.0795,-94.1294,32.0831,-94.1249,0.3600,75,1,1,1,365,0,0,0,0
619590,2020,11,25,2020-11-25,07:21:00,3,MS,28,0,1,0,0,10000,0,32.3304,-90.2593,32.3406,-90.2557,0.7400,175,1,1,1,49,0,0,0,0
619591,2020,11,27,2020-11-27,14:57:00,3,MS,28,0,1,0,0,0,0,31.1716,-90.5012,31.1833,-90.4707,2.0000,50,1,1,1,113,0,0,0,0
619592,2020,11,30,2020-11-30,02:10:00,3,FL,12,0,1,0,0,100000,0,30.5923,-83.5222,30.6365,-83.4448,5.5200,475,1,1,1,79,0,0,0,0
619593,2020,11,30,2020-11-30,05:00:00,3,FL,12,0,-9,0,0,1000,0,28.1000,-82.6900,28.2000,-82.5200,12.4500,50,1,1,1,103,101,0,0,0
619594,2020,11,30,2020-11-30,13:37:00,3,MD,24,0,1,0,0,0,0,39.6440,-76.0630,39.6030,-76.0970,3.3600,75,1,1,1,15,0,0,0,0
619595,2020,11,30,2020-11-30,14:13:00,3,MD,24,0,0,0,0,0,0,39.0675,-75.8520,39.1220,-75.7820,5.3200,75,1,1,1,11,0,0,0,0
619596,2020,11,30,2020-11-30,14:52:00,3,PA,42,0,0,0,0,0,0,40.2300,-75.2400,40.2400,-75.2300,0.8700,100,1,1,1,91,0,0,0,0
619597,2020,12,13,2020-12-13,18:35:00,3,LA,22,0,1,0,0,0,0,30.8218,-92.1309,30.8221,-92.1128,1.0700,106,1,1,1,97,0,0,0,0
619598,2020,12,14,2020-12-14,01:02:00,3,AL,01,0,0,0,0,0,0,33.3636,-86.9426,33.3673,-86.8610,4.8000,350,1,1,1,73,0,0,0,0
619599,2020,12,16,2020-12-16,14:49:00,3,FL,12,0,2,0,0,16000000,0,27.8637,-82.7524,27.9345,-82.5532,13.1100,300,1,1,1,103,0,0,0,0
619600,2020,12,16,2020-12-16,15:53:00,3,FL,12,0,1,0,0,280000,0,28.0610,-82.1662,28.1203,-81.9650,12.9300,250,1,1,1,57,105,0,0,0
619601,2020,12,23,2020-12-23,15:54:00,3,TX,48,0,2,0,0,70000,0,30.6341,-93.7149,30.6432,-93.6971,1.2300,20,1,1,1,351,0,0,0,0
619602,2020,12,23,2020-12-23,18:59:00,3,TX,48,0,1,0,0,15000,0,30.6649,-93.9058,30.6662,-93.8995,0.3900,45,1,1,1,241,0,0,0,0
619603,2020,12,23,2020-12-23,22:26:00,3,MS,28,0,0,0,0,5000,0,32.7076,-90.1827,32.7101,-90.1707,0.7200,50,1,1,1,163,0,0,0,0
619604,2020,12,23,2020-12-23,22:40:00,3,MS,28,0,0,0,0,5000,0,32.7295,-90.0465,32.7273,-90.0313,0.9000,50,1,1,1,89,0,0,0,0
619605,2020,12,23,2020-12-23,23:17:00,3,MS,28,0,1,0,0,7000,0,31.5573,-90.8446,31.5544,-90.8266,1.0800,150,1,1,1,37,0,0,0,0
619606,2020,12,23,2020-12-23,23:24:00,3,MS,28,0,1,0,0,15000,0,31.5714,-90.7532,31.5627,-90.6679,5.0600,250,1,1,1,37,0,0,0,0
619607,2020,12,23,2020-12-23,23:31:00,3,MS,28,0,0,0,0,12000,0,31.5827,-90.6420,31.5866,-90.6137,1.7200,200,1,1,1,37,85,0,0,0
619608,2020,12,23,2020-12-23,23:36:00,3,MS,28,0,0,0,0,10000,0,31.6242,-90.6100,31.5958,-90.5620,3.4400,100,1,1,1,85,0,0,0,0
619609,2020,12,23,2020-12-23,23:41:00,3,MS,28,0,0,0,0,18000,0,31.6170,-90.5478,31.5960,-90.4823,4.1200,150,1,1,1,85,0,0,0,0
619610,2020,12,23,2020-12-23,23:51:00,3,MS,28,0,1,0,0,12000,0,31.6596,-90.4146,31.6561,-90.3825,1.9000,880,1,1,1,85,0,0,0,0
619611,2020,12,24,2020-12-24,00:25:00,3,MS,28,0,0,0,0,30000,0,31.6123,-89.8707,31.6222,-89.8391,1.9800,400,1,1,1,65,0,0,0,0
619612,2020,12,24,2020-12-24,01:02:00,3,MS,28,0,1,0,0,18000,0,31.7838,-89.5077,31.7899,-89.4523,3.2800,100,1,1,1,31,0,0,0,0
619613,2020,12,24,2020-12-24,01:07:00,3,MS,28,0,0,0,0,15000,0,31.8300,-89.4293,31.8368,-89.3724,3.3700,50,1,1,1,129,0,0,0,0
619614,2020,12,24,2020-12-24,01:17:00,3,MS,28,0,0,0,0,10000,0,31.8667,-89.2909,31.8859,-89.2516,2.6600,25,1,1,1,61,0,0,0,0
619615,2020,12,24,2020-12-24,01:26:00,3,MS,28,0,1,0,0,100000,0,31.9595,-89.1579,31.9838,-89.0981,3.8900,550,1,1,1,61,0,0,0,0
619616,2020,12,24,2020-12-24,11:16:00,3,NC,37,0,0,0,0,1000,0,34.3883,-78.7795,34.3903,-78.7793,0.1400,20,1,1,1,47,0,0,0,0
619617,2020,12,24,2020-12-24,17:16:00,3,FL,12,0,1,2,0,0,0,29.8855,-82.1426,29.9003,-82.0760,4.1200,100,1,1,1,7,0,0,0,0
619618,2020,12,24,2020-12-24,17:45:00,3,FL,12,0,1,0,0,0,0,30.1706,-81.6453,30.1765,-81.6325,0.8700,60,1,1,1,31,0,0,0,0
619619,2020,12,24,2020-12-24,17:54:00,3,FL,12,0,1,0,0,0,0,30.2142,-81.5427,30.2158,-81.5327,0.6000,100,1,1,1,31,0,0,0,0
619620,2020,12,24,2020-12-24,18:30:00,3,SC,45,0,1,0,0,0,0,33.6108,-80.1438,33.6137,-80.1394,0.3200,50,1,1,1,27,0,0,0,0
619621,2020,12,24,2020-12-24,22:21:00,3,VA,51,0,1,0,0,100000,0,36.5829,-76.8305,36.5893,-76.8223,0.3000,150,1,1,1,800,0,0,0,0
619622,2020,12,24,2020-12-24,22:28:00,3,VA,51,0,1,0,0,225000,0,36.6549,-76.7563,36.6690,-76.7192,2.2000,200,1,1,1,800,0,0,0,0
619623,2020,12,30,2020-12-30,10:41:00,3,TX,48,0,0,0,0,500000,0,32.0722,-96.4824,32.0804,-96.4688,0.9800,75,1,1,1,349,0,0,0,0
